Entidade;Campo;Tipo;Caminho Completo;Profundidade;Removido pelo filtro padrão
DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult];5;Sim
DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult.IsOK];6;Sim
DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult.Erros;Length;Int32;[Dados.DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult.Erros.Length];7;Sim
DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.Devedores.TipoDeParticipacao.ValidationResult.MessageSuccess];6;Sim
DadosDoPedido.ItensPedido.Devedores;Qualificacao;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao];4;Não
DadosDoPedido.ItensPedido.Devedores.Qualificacao;Nome;String;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.Nome];5;Não
DadosDoPedido.ItensPedido.Devedores.Qualificacao;TipoDeParticipacaoID;Guid;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacaoID];5;Não
DadosDoPedido.ItensPedido.Devedores.Qualificacao;UsoInterno;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.UsoInterno];5;Não
DadosDoPedido.ItensPedido.Devedores.Qualificacao;TipoDeParticipacao;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao];5;Não
DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao;Nome;String;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.Nome];6;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.ID];6;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.ValidationResult];6;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.ValidationResult.IsOK];7;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.TipoDeParticipacao.ValidationResult.MessageSuccess];7;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.ID];5;Não
DadosDoPedido.ItensPedido.Devedores.Qualificacao;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult];5;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult.IsOK];6;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult.Erros;Length;Int32;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult.Erros.Length];7;Sim
DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.Devedores.Qualificacao.ValidationResult.MessageSuccess];6;Sim
DadosDoPedido.ItensPedido.Devedores;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Devedores.ID];4;Não
DadosDoPedido.ItensPedido.Devedores;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.ValidationResult];4;Sim
DadosDoPedido.ItensPedido.Devedores.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.ValidationResult.IsOK];5;Sim
DadosDoPedido.ItensPedido.Devedores.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.Devedores.ValidationResult.MessageSuccess];5;Sim
DadosDoPedido.ItensPedido.Devedores;InformacoesDaIntimacaoDoDevedor;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor];4;Não
DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor;IntimadoComSucesso;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor.IntimadoComSucesso];5;Não
DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor;MetodoDeIntimacao;String;[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor.MetodoDeIntimacao];5;Não
DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor;DataDaIntimacao;DateTime;[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor.DataDaIntimacao];5;Não
DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor;Ocorrencia;String;[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor.Ocorrencia];5;Não
DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor;FormaDeEnvio;String;[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor.FormaDeEnvio];5;Não
DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor;UltimaDataStatus;DateTime;[Dados.DadosDoPedido.ItensPedido.Devedores.InformacoesDaIntimacaoDoDevedor.UltimaDataStatus];5;Não
DadosDoPedido.ItensPedido.Devedores;Suspenso;Boolean;[Dados.DadosDoPedido.ItensPedido.Devedores.Suspenso];4;Não
DadosDoPedido.ItensPedido.Devedores;EstadoCivil;String;[Dados.DadosDoPedido.ItensPedido.Devedores.EstadoCivil];4;Não
DadosDoPedido.ItensPedido.Devedores;NomeDoPai;String;[Dados.DadosDoPedido.ItensPedido.Devedores.NomeDoPai];4;Não
DadosDoPedido.ItensPedido.Devedores;NomeDaMae;String;[Dados.DadosDoPedido.ItensPedido.Devedores.NomeDaMae];4;Não
DadosDoPedido.ItensPedido.Devedores;NomeSocial;String;[Dados.DadosDoPedido.ItensPedido.Devedores.NomeSocial];4;Não
DadosDoPedido.ItensPedido.Devedores;TipoDoParticipanteSelo;Int32;[Dados.DadosDoPedido.ItensPedido.Devedores.TipoDoParticipanteSelo];4;Não
DadosDoPedido.ItensPedido;ApontamentoProtestado;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado];3;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;Livro;Int32;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Livro];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;Complemento;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Complemento];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;Folha;Int32;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Folha];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;NumeroDoProtesto;Int64;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.NumeroDoProtesto];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;MotivoDoProtestoID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtestoID];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;EscreventeID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.EscreventeID];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;MotivoDoProtesto;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto;Nome;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.Nome];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto;MotivoDoProtestoPadrao;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.MotivoDoProtestoPadrao];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto;EnviarInformacoesParaAsAssociacoes;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.EnviarInformacoesParaAsAssociacoes];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto;ID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ID];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult];5;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult.IsOK];6;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult.Erros;Length;Int32;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult.Erros.Length];7;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.MotivoDoProtesto.ValidationResult.MessageSuccess];6;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado;Escrevente;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Email;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Email];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Nome;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Nome];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Documento;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Documento];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Usuario;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Usuario];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Senha;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Senha];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;AmbienteDeGestaoID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.AmbienteDeGestaoID];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;GruposDeAcesso;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.GruposDeAcesso];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Foto;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Foto];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Assinatura;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Assinatura];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Chancela;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Chancela];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Rubrica;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Rubrica];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;UsuariosCompartilhandoAtalhos;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.UsuariosCompartilhandoAtalhos];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;TiposDeUsuario;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.TiposDeUsuario];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Cargo;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Cargo];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;ImagemFoto;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ImagemFoto];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;ImagemAssinatura;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ImagemAssinatura];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;ImagemChancela;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ImagemChancela];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;ImagemRubrica;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ImagemRubrica];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;ID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ID];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult];5;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult.IsOK];6;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult.Erros;Length;Int32;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult.Erros.Length];7;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.ValidationResult.MessageSuccess];6;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Ativo;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Ativo];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;MostrarLegendasNosIconesDaAreaDeTrabalho;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.MostrarLegendasNosIconesDaAreaDeTrabalho];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente;Admin;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Escrevente.Admin];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;ID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.ID];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.ValidationResult];4;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.ValidationResult.IsOK];5;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.ValidationResult.MessageSuccess];5;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado;NomeAssinador;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.NomeAssinador];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;DocumentoAssinador;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.DocumentoAssinador];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;ConferenteID;Nullable`1[[System.Guid, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089]];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.ConferenteID];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado;Conferente;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente];4;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Email;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Email];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Nome;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Nome];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Documento;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Documento];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Usuario;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Usuario];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Senha;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Senha];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;AmbienteDeGestaoID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.AmbienteDeGestaoID];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;GruposDeAcesso;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.GruposDeAcesso];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Foto;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Foto];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Assinatura;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Assinatura];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Chancela;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Chancela];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Rubrica;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Rubrica];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;UsuariosCompartilhandoAtalhos;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.UsuariosCompartilhandoAtalhos];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;TiposDeUsuario;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.TiposDeUsuario];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Cargo;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Cargo];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Ativo;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Ativo];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;MostrarLegendasNosIconesDaAreaDeTrabalho;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.MostrarLegendasNosIconesDaAreaDeTrabalho];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;ImagemFoto;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ImagemFoto];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;ImagemAssinatura;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ImagemAssinatura];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;ImagemChancela;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ImagemChancela];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;ImagemRubrica;Byte[];[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ImagemRubrica];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;ID;Guid;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ID];5;Não
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult];5;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult.IsOK];6;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult.Erros;Length;Int32;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult.Erros.Length];7;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.ValidationResult.MessageSuccess];6;Sim
DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente;Admin;Boolean;[Dados.DadosDoPedido.ItensPedido.ApontamentoProtestado.Conferente.Admin];5;Não
DadosDoPedido.ItensPedido;Escrevente;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Escrevente];3;Não
DadosDoPedido.ItensPedido.Escrevente;Email;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Email];4;Não
DadosDoPedido.ItensPedido.Escrevente;Nome;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Nome];4;Não
DadosDoPedido.ItensPedido.Escrevente;Documento;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Documento];4;Não
DadosDoPedido.ItensPedido.Escrevente;Usuario;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Usuario];4;Não
DadosDoPedido.ItensPedido.Escrevente;Senha;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Senha];4;Não
DadosDoPedido.ItensPedido.Escrevente;AmbienteDeGestaoID;Guid;[Dados.DadosDoPedido.ItensPedido.Escrevente.AmbienteDeGestaoID];4;Não
DadosDoPedido.ItensPedido.Escrevente;GruposDeAcesso;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.GruposDeAcesso];4;Não
DadosDoPedido.ItensPedido.Escrevente;Foto;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Foto];4;Não
DadosDoPedido.ItensPedido.Escrevente;Assinatura;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Assinatura];4;Não
DadosDoPedido.ItensPedido.Escrevente;Chancela;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Chancela];4;Não
DadosDoPedido.ItensPedido.Escrevente;Rubrica;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Rubrica];4;Não
DadosDoPedido.ItensPedido.Escrevente;UsuariosCompartilhandoAtalhos;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.UsuariosCompartilhandoAtalhos];4;Não
DadosDoPedido.ItensPedido.Escrevente;TiposDeUsuario;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.TiposDeUsuario];4;Não
DadosDoPedido.ItensPedido.Escrevente;Cargo;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.Cargo];4;Não
DadosDoPedido.ItensPedido.Escrevente;ImagemFoto;Byte[];[Dados.DadosDoPedido.ItensPedido.Escrevente.ImagemFoto];4;Não
DadosDoPedido.ItensPedido.Escrevente;ImagemAssinatura;Byte[];[Dados.DadosDoPedido.ItensPedido.Escrevente.ImagemAssinatura];4;Não
DadosDoPedido.ItensPedido.Escrevente;ImagemChancela;Byte[];[Dados.DadosDoPedido.ItensPedido.Escrevente.ImagemChancela];4;Não
DadosDoPedido.ItensPedido.Escrevente;ImagemRubrica;Byte[];[Dados.DadosDoPedido.ItensPedido.Escrevente.ImagemRubrica];4;Não
DadosDoPedido.ItensPedido.Escrevente;ID;Guid;[Dados.DadosDoPedido.ItensPedido.Escrevente.ID];4;Não
DadosDoPedido.ItensPedido.Escrevente;ValidationResult;⚠ null (objeto);[Dados.DadosDoPedido.ItensPedido.Escrevente.ValidationResult];4;Sim
DadosDoPedido.ItensPedido.Escrevente.ValidationResult;IsOK;Boolean;[Dados.DadosDoPedido.ItensPedido.Escrevente.ValidationResult.IsOK];5;Sim
DadosDoPedido.ItensPedido.Escrevente.ValidationResult;MessageSuccess;String;[Dados.DadosDoPedido.ItensPedido.Escrevente.ValidationResult.MessageSuccess];5;Sim
DadosDoPedido.ItensPedido.Escrevente;Ativo;Boolean;[Dados.DadosDoPedido.ItensPedido.Escrevente.Ativo];4;Não
DadosDoPedido.ItensPedido.Escrevente;MostrarLegendasNosIconesDaAreaDeTrabalho;Boolean;[Dados.DadosDoPedido.ItensPedido.Escrevente.MostrarLegendasNosIconesDaAreaDeTrabalho];4;Não
